name,address1,cate_gories
Phebe Reborn NightClub,"646 Newark Ave, Jersey City, NJ, 07306",Dance Clubs
Nitro Lounge,"565 W 207th St, Manhattan, NY, 10034",Dance Clubs
Beso Lounge,"21 W Broadway, Paterson, NJ, 07505","Dance Clubs, Lounges"
Soho NightClub,"2027 Lemoine Ave, Fort Lee, NJ, 07024","Bars, Dance Clubs"
Supernova Ball Drop,"226 W 52nd St, New York, NY, 10019",Dance Clubs
Caribbean Social,"847 Flatbush Ave, Brooklyn, NY, 11226","Caribbean, Cocktail Bars"
The Penthouse - Ravel Hotel,"8-08 Queens Plz S, Long Island City, NY, 11101","Lounges, Asian Fusion, Venues & Event Spaces"
Club Reign NYC,"36-14 31st St, Queens, NY, 11106","Bars, Dance Clubs"
Rooftop at Exchange Place,"1 Exchange Pl, Jersey City, NJ, 07302","American (New), Cocktail Bars"
ONE18 Lounge,"118 Stockton St, Newark, NJ, 07105","Lounges, Dance Clubs"
La Boom Night Club,"56-15 Northern Blvd, Woodside, NY, 11377","Dance Clubs, Tacos, Cocktail Bars"
Cao Lounge,"1793 Jerome Ave, Bronx, NY, 10453",Lounges
Mamajuana Cafe,"875 US-1 S, Woodbridge Township, NJ, 08830","Dance Clubs, Lounges, Latin American"
Octagon,"555 W 33rd St, New York, NY, 10001",Dance Clubs
Club Deportivo,"2088 Amsterdam Ave, New York, NY, 10032",Dance Clubs
Birch Hoboken,"92 River St, Hoboken, NJ, 07030","Dance Clubs, Venues & Event Spaces, Breakfast & Brunch"
Club Feathers,"77 Kinderkamack Rd, River Edge, NJ, 07661","Gay Bars, Dance Clubs"
Melody Cafe,"2595 Steinway St, Astoria, NY, 11103",Hookah Bars
The Shannon,"106 1st St, Hoboken, NJ, 07030","Sports Bars, Dance Clubs"
Jouvay,"147-02 Liberty Ave, Jamaica, NY, 11435","Hookah Bars, Dance Clubs, Party & Event Planning"
Hotel Chantelle,"92 Ludlow St, New York, NY, 10002","Cocktail Bars, American (Traditional), Venues & Event Spaces"
Polygon,"299 Vandervoort Ave, Brooklyn, NY, 11211","Dance Clubs, Venues & Event Spaces"
The Brooklyn Hangar,"2 52nd St, Brooklyn, NY, 11232","Music Venues, Venues & Event Spaces"
Silver Factory,"270 South 5th St, Brooklyn, NY, 11211","Korean, Bars"
El Morocco,"1060 Home St, Bronx, NY, 10459",Dance Clubs
Tally-Ho,"215 Washington St, Hoboken, NJ, 07030","Bars, Venues & Event Spaces"
Menga Lounge,"1906 E Saint Georges Ave, Linden, NJ, 07036","Dance Clubs, Music Venues, Lounges"
Waterside Restaurant & Catering,"7800 B River Rd, North Bergen, NJ, 07047","American (New), Venues & Event Spaces, Lounges"
Amadeus,"79-51 Albion Ave, Elmhurst, NY, 11373","Dance Clubs, Venues & Event Spaces, Bars"
Babylon Hookah Lounge,"208 E 34th St, New York, NY, 10016",Hookah Bars
Room Service,"35 E 21st St, New York, NY, 10010","Venues & Event Spaces, Dance Clubs"
Surf 12 Nightclub Lounge,"1201 Surf Ave W 12 St, Brooklyn, NY, 11224",Lounges
A J's Go-Go Lounge,"201 Secaucus Rd, Secaucus, NJ, 07094","Dance Clubs, Pubs, Lounges"
Mamajuana Cafe The Bronx,"3233 E Tremont Ave, Bronx, NY, 10461","Latin American, Wine Bars"
La Linea,"15 1st Ave, New York, NY, 10003",Lounges
Karizma,"244 E 51st St, New York, NY, 10022","Middle Eastern, Hookah Bars, Lounges"
Zona Rosa,"87 S Washington Ave, Bergenfield, NJ, 07621",Lounges
G's West Hempstead,"157 Hempstead Ave, West Hempstead, NY, 11552",Dance Clubs
Cheap Shots,"14905 Union Tpke, Flushing, NY, 11367",Dive Bars
Trilogies,"2936 Fulton St, Cypress Hills, NY, 11207",Dance Clubs
Short Stories,"355 Bowery, New York, NY, 10003","Bars, American (Traditional), Dance Clubs"
Aruba Restaurant & Lounge,"240 Dayton Ave, Clifton, NJ, 07011","Lounges, American (Traditional), Burgers"
Paragon,"990 Broadway, Brooklyn, NY, 11221",Dance Clubs
Viva KTV,"3720 Prince St, Flushing, NY, 11354","Karaoke, Bars, Dance Clubs"
Phoenix,"447 E 13th St, New York, NY, 10009",Gay Bars
Jim Byrne's Wee Pub,"9301 95th Ave, New York, NY, 11416",Dive Bars
Duff's Brooklyn,"168 Marcy Ave, Brooklyn, NY, 11211",Dive Bars
Winnie's Bar,"58 E Broadway, New York, NY, 10002","Pubs, Karaoke, Dive Bars"
Brady's Bar,"1583 2nd Ave, New York, NY, 10028",Bars
Paddy Maguire's Ale House,"237 3rd Ave Frnt, New York, NY, 10003","Sports Bars, Irish Pub"
Do or Dive,"1108 Bedford Ave, Brooklyn, NY, 11216",Dive Bars
Dive Bar LIC,"33-10 36th Ave, Astoria, NY, 11106","Dive Bars, Gastropubs"
White Horse Tavern - Financial District,"25 Bridge St, New York, NY, 10004","Pubs, Burgers, Venues & Event Spaces"
East River Bar,"97 S 6th St, Brooklyn, NY, 11211",Pubs
The Spot,"599 10th Ave, New York, NY, 10036",Gay Bars
Molly's,"287 3rd Ave, New York, NY, 10010",Irish Pub
Scallywag's Irish Pub & Restaurant,"508 9th Ave, New York, NY, 10018","Irish, Irish Pub"
Vig Bar,"12 Spring St, New York, NY, 10012","Pubs, Lounges"
Imperial Bikers M C,"652 Franklin Ave, Brooklyn, NY, 11238",Dive Bars
B-Side,"204 Ave B, New York, NY, 10009","Dive Bars, Cocktail Bars"
Saint Vitus,"1120 Manhattan Ave, Brooklyn, NY, 11222","Bars, Music Venues"
Tile Bar,"115 First Ave, New York, NY, 10003",Dive Bars
Lucky,"168 Ave B, New York, NY, 10009","Dive Bars, Pubs"
Broome Street Bar,"363 W Broadway, New York, NY, 10013","Bars, American (Traditional)"
Homestretch Pub,"214 Kings Hwy, Brooklyn, NY, 11223",Pubs
Pete's Tavern,"129 E 18th St, New York, NY, 10003","Pubs, American (Traditional)"
The Spring Lounge,"48 Spring St, New York, NY, 10012",Lounges
North Pole Pub,"428 Bergen St, Brooklyn, NY, 11217",Pubs
Dive Bar,"732 Amsterdam Ave, New York, NY, 10025","Dive Bars, American (Traditional), Sports Bars"
Westside Tavern,"360 W 23rd St, New York, NY, 10011",Bars
Pencil Factory Bar,"142 Franklin St, Brooklyn, NY, 11222",Bars
Deacon Brodie's Tavern,"370 W 46th St, New York, NY, 10036","Pubs, Lounges"
Teddy's Bar and Grill,"2171 2nd Ave, New York, NY, 10029","Dive Bars, Burgers"
Peter Dillon's,"130 E 40th St, New York, NY, 10016","Irish Pub, Beer Bar"
Carmelo's,"1544 Dekalb Ave, Brooklyn, NY, 11237",Bars
Drop Off Service,"211 Ave A, New York, NY, 10009",Bars
Peculier Pub,"145 Bleecker St, New York, NY, 10012","Pubs, American (Traditional)"
Merrion Square Pub,"1840 2nd Ave, New York, NY, 10128","Pubs, Sports Bars, Burgers"
Joe's Bar & Grill,"257 Ave U, New York, NY, 11223",Dive Bars
Alibi,"242 Dekalb Ave, Brooklyn, NY, 11205",Dive Bars
The Irish American,"17 John St, New York, NY, 10038",Irish Pub
Superfine,"126 Front St, Brooklyn, NY, 11201","Bars, American (New)"
Old Town Bar & Restaurant,"45 E 18th St, New York, NY, 10003","American (Traditional), Bars"
The Brooklyn Inn,"148 Hoyt St, Brooklyn, NY, 11217","Bars, Hot Dogs"
Marshall Stack,"66 Rivington St, New York, NY, 10002",Bars
McCoys Pub,"768 9th Ave, New York, NY, 10019",Irish Pub
O'Leary's Publik House,"788 Garfield Ave, Jersey City, NJ, 07305","Pubs, Cocktail Bars, Irish Pub"
Brooklyn Public House,"247 Dekalb Ave, Brooklyn, NY, 11205","Pubs, American (Traditional), Sports Bars"
Paddy Reilly's Music Bar,"519 2nd Ave, New York, NY, 10016","Pubs, Music Venues, Irish Pub"
Shorty's,"617 9th Ave, New York, NY, 10036","Bars, Cheesesteaks, Salad"
Harding's,"32 E 21st St, New York, NY, 10010","Cocktail Bars, American (Traditional)"
Snafu,"127 E 47th St, New York, NY, 10017","Sports Bars, Lounges"
The Brazen Head,"228 Atlantic Ave, Brooklyn, NY, 11201","Pubs, Whiskey Bars"
Red Hook Tavern,"329 Van Brunt St, Brooklyn, NY, 11231","American (Traditional), Bars"
Rocka Rolla,"486 Metropolitan Ave, Brooklyn, NY, 11211",Dive Bars
Belle Reve,"305 Church St, New York, NY, 10013","Bars, American (New), Music Venues"
The Happiest Hour,"121 W 10th St, New York, NY, 10011","Cocktail Bars, Wine Bars, American (Traditional)"
Banter,"132 Havemeyer St, Brooklyn, NY, 11211","Bars, American (Traditional)"
The Keep,"205 Cypress Ave, Ridgewood, NY, 11385","Bars, Music Venues"
Kilo Bravo,"180 N 10th St, Brooklyn, NY, 11211",Bars
Project Parlor,"742 Myrtle Ave, Brooklyn, NY, 11205","Venues & Event Spaces, Cocktail Bars"
Biddy's Pub,"301 E 91st St, New York, NY, 10128",Pubs
Sly Fox,"142 2nd Ave, New York, NY, 10003","Pubs, American (New)"
Barrow's Pub,"463 Hudson St, New York, NY, 10014",Pubs
Gagopa Karaoke,"28 W 32nd St, New York, NY, 10001",Karaoke
A Bar,"597 Manhattan Ave, Brooklyn, NY, 11222",Bars
WXOU Radio Bar,"558 Hudson St, New York, NY, 10014",Bars
Dynaco,"1112 Bedford Ave, Brooklyn, NY, 11216",Bars
P.J. Clarke's,"44 W 63rd St, New York, NY, 10023","Pubs, Burgers, American (Traditional)"
Lovers Rock,"419 Tompkins Ave, Brooklyn, NY, 11216",Cocktail Bars
Midway Bar,"272 Grand St, Brooklyn, NY, 11211",Bars
Bathtub Gin,"132 9th Ave, New York, NY, 10011","Speakeasies, Cocktail Bars, American (New)"
O'hanlon's,"349 E 14th St, New York, NY, 10003","Sports Bars, Pool Halls"
The Hideaway,"185 Duane St, New York, NY, 10013","Bars, American (New)"
Plug Uglies,"256 3rd Ave, New York, NY, 10010","Sports Bars, Pubs"
Big Bar,"75 E 7th St, New York, NY, 10003",Bars
Walter's Bar,"389 8th Ave, New York, NY, 10001","Pubs, Sports Bars"
The 13th Step,"149 2nd Ave, New York, NY, 10003","Sports Bars, Sandwiches"
The Hop Shoppe,"372 VanDuzer St, Staten Island, NY, 10304","Gastropubs, American (Traditional), Sports Bars"
East End Bar & Grill,"1672 3rd Ave, New York, NY, 10128",Sports Bars
Recovery Room,"135-24 Booth Memorial Ave, Flushing, NY, 11355","Dive Bars, Sports Bars"
Taco Bell,"172-12 Northern Blvd., Flushing, NY, 11358","Mexican, Fast Food"
Wendy's,"505 Utica Ave, Brooklyn, NY, 11203","Fast Food, Burgers"
The Bronx Public,"170 W 231st St, Bronx, NY, 10463","Sports Bars, American (Traditional)"
Wendy's,"469 Flatbush Ave, Brooklyn, NY, 11225","Fast Food, Burgers"
The Red Lion,"151 Bleecker St, New York, NY, 10012","Pubs, Music Venues, Sports Bars"
Empanada Mama L.E.S,"95 Allen St, New York, NY, 10002","Latin American, Food Delivery Services, Burgers"
The Straphanger,"126 Anderson St, Hackensack, NJ, 07601","American (Traditional), Dive Bars, Pool Halls"
Checkers,"95-05 57th Ave, Corona, NY, 11368","Fast Food, Burgers"
Two 8 Two Bar & Burger,"282 Atlantic Ave, Brooklyn, NY, 11201","Burgers, Bars"
McDonald's,"159-40 Cross Bay Blvd, Howard Beach, NY, 11414","Coffee & Tea, Burgers, Fast Food"
Duffys Tavern,"856 River St, Paterson, NJ, 07524",Dive Bars
Burger Express,"215 Roosevelt Ave, Carteret, NJ, 07008","Burgers, Chicken Wings, Fast Food"
Buffalo Wild Wings,"139 Flatbush Ave, Brooklyn, NY, 11217","American (Traditional), Sports Bars, Chicken Wings"
Xi'an Famous Foods,"45 Bayard St, New York, NY, 10013","Chinese, Burgers, Noodles"
O'Keefe's Bar & Grill,"62 Court St, Brooklyn, NY, 11201","American (Traditional), Sports Bars, Wraps"
McDonald's,"334 W Market St, Newark, NJ, 07102","Fast Food, Burgers, Coffee & Tea"
Blue Ruin,"538 9th Ave, New York, NY, 10018",Dive Bars
3 Sheets,"134 W 3rd St, New York, NY, 10012","Sports Bars, American (Traditional), Wraps"
The Live Oak,"5993 Fresh Pond Rd, Maspeth, NY, 11378","Sports Bars, Irish Pub"
The Harp,"7710 3rd Ave, Brooklyn, NY, 11209",Sports Bars
Down the Hatch,"179 W 4th St, New York, NY, 10014","American (Traditional), Sports Bars, Chicken Wings"
Sonic Drive-In,"189-237 Springfield Ave, Newark, NJ, 07103","Fast Food, Burgers, Ice Cream & Frozen Yogurt"
O'Hara's Downtown,"172 1st St, Jersey City, NJ, 07302","Pubs, Sports Bars"
Smith Street Bagels,"202 Smith St, Brooklyn, NY, 11201","Bagels, Sandwiches, Burgers"
Stout NYC,"133 W 33rd St, New York, NY, 10001","Irish, Sports Bars"
Iggy's,"1452 2nd Ave, New York, NY, 10021","Karaoke, Sports Bars, Lounges"
Sharky's Wings & Raw Bar,"545 Highland Ave, Clifton, NJ, 07011","Chicken Wings, Sports Bars, American (Traditional)"
Butcher Bar,"37-10 30th Ave, Astoria, NY, 11103","Barbeque, Burgers"
St Ends,"667 Franklin Ave, Brooklyn, NY, 11238",Cocktail Bars
KYURAMEN,"133-42 37th Ave, Flushing, NY, 11354","Ramen, Burgers, Soup"
Blue Smoke,"255 Vesey St, New York, NY, 10282","Southern, Barbeque, Sports Bars"
Boss Burger NYC,"3371 Shore Pkwy, brooklyn, NY, 11235","Fast Food, Burgers"
The Perfect Pint,"203 E 45th St, New York, NY, 10017",Irish Pub
5 Napkin Burger,"630 9th Ave, New York, NY, 10036",Burgers
Oceans 8 At Brownstone Billiards,"308 Flatbush Ave, Brooklyn, NY, 11238","Pool Halls, Sports Bars"
1 Republik,"26 Ridge Rd, North Arlington, NJ, 07031",Sports Bars
Biggie's,"430 Route 17 S, Carlstadt, NJ, 07072","Seafood, Sports Bars, Italian"
Checkers,"23 St James Pl, New York, NY, 10038","Fast Food, Burgers"
The Gin Mill,"442 Amsterdam Ave, New York, NY, 10024","American (Traditional), Sports Bars, Cocktail Bars"
Crosta,"486 6th Ave, Brooklyn, NY, 11215","Pizza, Burgers, Breakfast & Brunch"
Xi'an Famous Foods,"328 E 78th St, New York, NY, 10075","Chinese, Noodles, Burgers"
Bait & Hook,"231 2nd Ave, New York, NY, 10003","Seafood, Sports Bars, American (New)"
White Castle,"987 US Hwy 9, South Amboy, NJ, 08879","Burgers, Fast Food"
Jakes Dilemma,"430 Amsterdam Ave, New York, NY, 10024","American (Traditional), Sports Bars"
Big Nose Kate's Saloon,"2484 Arthur Kill Rd, Staten Island, NY, 10309","Pubs, Dive Bars"
ReBAR & kitchen,"132 Essex St, Lodi, NJ, 07644","Sports Bars, Burgers, Sandwiches"
Dairy Queen Store,"513 Westside Ave, Jersey City, NJ, 07304","Ice Cream & Frozen Yogurt, Fast Food, Burgers"
Hartbreakers,"313 Knickerbocker Ave, Brooklyn, NY, 11237","Vegan, Burgers, American (Traditional)"
Skinflints,"7902 5th Ave, Brooklyn, NY, 11209","Burgers, American (Traditional), Bars"
Griff's Place,"704 New Dorp Ln, New Dorp Beach, NY, 10306","Sports Bars, American (Traditional), Desserts"
White Castle,"2458 Rte 22, Union, NJ, 07083","Fast Food, Burgers"
Connolly's Corner,"71-15 Grand Ave, Maspeth, NY, 11378","Sports Bars, Irish"
2nd Ave Deli,"162 E 33rd St, New York, NY, 10016","Kosher, Sandwiches, Burgers"
Bliss 46 Bistro,"43-46 46th St, Sunnyside, NY, 11104","French, Breakfast & Brunch, Burgers"
McDonald's,"108 Central Ave, Clark, NJ, 07066","Fast Food, Burgers, Coffee & Tea"
Compton's,"30-02 14th St, Astoria, NY, 11102","Sandwiches, Breakfast & Brunch, Burgers"
Shake Shack Madison Square Park,"23RD Street And Madison Ave Square Park, New York, NY, 10010","Hot Dogs, Burgers, Ice Cream & Frozen Yogurt"
White Castle,"43-02 Queens Blvd, Sunnyside, NY, 11104","Fast Food, Burgers"
Hard Rock Cafe,"1 E 161st St, Bronx, NY, 10451","American (Traditional), Sports Bars, Seafood"
Sun Tavern,"600 W Westfield Ave, Roselle Park, NJ, 07204","Italian, Pizza, Sports Bars"
L’Express,"249 Park Ave S, New York, NY, 10003","French, Bars"
Michael's Roscommon House,"531 Joralemon St, Belleville, NJ, 07109","Irish, Sports Bars, Chicken Wings"
150-03 Restaurant Corp DBA Kandela,"150-03 Cross Bay Blvd, Park, NY, 11417","Mexican, Sports Bars, American (New)"
McDonald's,"114 Delancey St, New York, NY, 10002","Fast Food, Burgers, Coffee & Tea"
McDonald's,"395 Flatbush Ave, Brooklyn, NY, 11201","Fast Food, Burgers, Coffee & Tea"
Billy's Sports Bar & Lounge Rooftop,"856 River Ave, Bronx, NY, 10451","Sports Bars, American (Traditional)"
McDonald's,"160 Broadway, New York, NY, 10038","Fast Food, Burgers, Coffee & Tea"
Hurley's,"232 W 48th St, New York, NY, 10036","Pubs, American (Traditional), Sports Bars"
The Barrow House,"1296 Van Houten Ave, Clifton, NJ, 07013","American (New), Burgers, Cocktail Bars"
White Manna,"358 River St, Hackensack, NJ, 07601",Burgers
McDonald's,"102 1st Ave, New York, NY, 10003","Burgers, Fast Food, Coffee & Tea"
Blue 42,"158 Market St, Elmwood Park, NJ, 07407","Sports Bars, Lounges, American (Traditional)"
450 Bistro,"450 Rte 1 And 9 S, Newark, NJ, 07114","American (New), Breakfast & Brunch, Burgers"
Texas Arizona,"76 River St, Hoboken, NJ, 07030","American (New), Sports Bars"
Mom's Touch,"254-22 Northern Blvd, Queens, NY, 11362","Sandwiches, Burgers, Korean"
Dutch Boy Burger,"766 Franklin Ave, Brooklyn, NY, 11238",Burgers
Austin's Ale House,"8270 Austin St, Kew Gardens, NY, 11415","Sports Bars, Steakhouses, Breakfast & Brunch"
Black Bear Bar & Grill,"205 Washington St, Hoboken, NJ, 07030","Sports Bars, American (New)"
McDonald's,"404 E 14th St, New York, NY, 10009","Fast Food, Burgers, Coffee & Tea"
Checkers,"277 Broadway, Brooklyn, NY, 11211","Fast Food, Burgers"
Buffalo Wild Wings,"1 Mamaroneck Ave, White Plains, NY, 10601","American (Traditional), Sports Bars, Chicken Wings"
Juicy Lucy BBQ,"809 Father Capodanno Blvd, Staten Island, NY, 10305","Barbeque, Burgers, Sandwiches"
House of ‘Que,"340 Sinatra Dr, Hoboken, NJ, 07030","Barbeque, Southern, Sports Bars"
McDonald's,"652 Meeker Ave, Brooklyn, NY, 11222","Burgers, Fast Food, Coffee & Tea"
Chimi Mundo Restaurant,"9805 Atlantic Ave, Ozone Park, NY, 11421","Sandwiches, Sports Bars, Latin American"
McDonald's,"197 12th St, Jersey City, NJ, 07310","Fast Food, Burgers, Coffee & Tea"
La Perrada De Chalo,"8312 Northern Blvd, Jackson Heights, NY, 11372","Burgers, Hot Dogs, Colombian"
The Ridgewood Ale House,"5738 Myrtle Ave, Ridgewood, NY, 11385","Sports Bars, Pizza, American (Traditional)"
McDonald's,"82 Court St, Brooklyn, NY, 11201","Fast Food, Burgers, Coffee & Tea"
Ruby Tuesday,"120 Glimcher Realty Way, Elizabeth, NJ, 07201","American (Traditional), Burgers, Salad"
McDonald's,"724 Broadway, New York, NY, 10003","Fast Food, Burgers, Coffee & Tea"
McDonald's,"167 Chambers St, New York, NY, 10007","Burgers, Fast Food, Coffee & Tea"
McDonald's,"3525 Fort Hamilton Pkwy, Brooklyn, NY, 11218","Burgers, Fast Food"
Checkers,"77 Chambers Street, New York, NY, 10007","Fast Food, Burgers"
McDonald's,"208 Varick St, New York, NY, 10014","Fast Food, Burgers, Coffee & Tea"
Bareburger - Forest Hills,"71-49 Austin St, Forest Hills, NY, 11375","Burgers, Salad, American (New)"
McDonald's,"700 Broadway, Brooklyn, NY, 11206","Fast Food, Burgers, Coffee & Tea"
White Castle,"9271 Kennedy Blvd, North Bergen, NJ, 07047","Fast Food, Burgers"
Paragon Tap & Table,"77 Central Ave, Clark, NJ, 07066","American (New), Burgers, Tapas/Small Plates"
Vibes,"143-06 Liberty Ave, Jamaica, NY, 11435","Seafood, Soul Food, Sports Bars"
Shake Shack Bay Plaza,"344 Baychester Ave, Bronx, NY, 10475","Burgers, Ice Cream & Frozen Yogurt, Hot Dogs"
Sweetie House,"774 60th St, Brooklyn, NY, 11220","Desserts, Bubble Tea, Burgers"
Sonic Drive-In,"750 West Sunrise Hwy, Valley Stream, NY, 11582","Burgers, Fast Food, Ice Cream & Frozen Yogurt"
McDonald's,"262 Canal St, New York, NY, 10013","Fast Food, Burgers, Coffee & Tea"
Barnacle Bill's,"1 1st St, Rumson, NJ, 07760","Bars, American (New), Burgers"
Custom Burgers by Pat La Frieda,"Delta Terminal, East Elmhurst, NY, 11369",Burgers
Wendy's,"5805 Broadway, Bronx, NY, 10463","Fast Food, Burgers"
Checkers,"1203 Jerome Ave., Bronx, NY, 10452","Fast Food, Burgers"
Action Burger,"292 Graham Ave, Brooklyn, NY, 11211","Burgers, Salad, Sandwiches"
McDonald's,"1 W Mount Eden Ave, Bronx, NY, 10452","Burgers, Fast Food, Coffee & Tea"
Wayback Burgers,"83 Plaza Ctr, Secaucus, NJ, 07094","Burgers, American (Traditional)"
McDonald's,"267 Broadway, Brooklyn, NY, 11211","Fast Food, Burgers, Coffee & Tea"
The Mountain House,"333 Rt 340, Sparkill, NY, 10976","Pizza, Desserts, Salad"
White Castle,"310 Burgen Tpke, Little Ferry, NJ, 07643","Fast Food, Burgers"
Trotters Bar and Grill,"1050 Hempstead Tpke, Franklin Square, NY, 11010","Sports Bars, American (Traditional), Buffets"
Flip,"1000 3rd Ave, New York, NY, 10022",Burgers
McDonald's,"15 Jamaica Ave, Brooklyn, NY, 11207","Burgers, Fast Food, Coffee & Tea"
Lit 21,"1034 McCarter Hwy, Newark, NJ, 07102","Sports Bars, American (Traditional), Wraps"
Wendy's,"181 Lefante Way, Bayonne, NJ, 07002","Burgers, Fast Food"
Buffalo Wild Wings,"470 Harmon Meadow Blvd, Secaucus, NJ, 07094","Sports Bars, American (Traditional), Chicken Wings"
McDonald's,"891 Cummunipaw Ave, Jersey City, NJ, 07304","Fast Food, Burgers, Coffee & Tea"
McDonald's,"59-60 55th Rd, Maspeth, NY, 11378","Burgers, Fast Food, Coffee & Tea"
Halal Fried Chicken & Pizza,"141 Pennsylvania Ave, East New York, NY, 11207","Burgers, Pizza"
McDonald's,"8101 Tonnelle Ave, North Bergen, NJ, 07047","Fast Food, Burgers, Coffee & Tea"
Burger King,"3301 Ft Hamilton Pkwy, Brooklyn, NY, 11218","Burgers, Fast Food"
Checkers,"1130 Myrtle Ave., Brooklyn, NY, 11206","Burgers, Fast Food"
Sonic Drive-In,"100 Bayonne Crossing Way, Bayonne, NJ, 07002","Fast Food, Burgers, Ice Cream & Frozen Yogurt"
Steve's Burgers,"506 US-46, Garfield, NJ, 07026","Burgers, Cheesesteaks, Hot Dogs"
McDonald's,"428 Grand St, Jersey City, NJ, 07302","Fast Food, Burgers, Coffee & Tea"
Burger Club,"32-02 30th Ave, Astoria, NY, 11102","Burgers, Desserts, Salad"
Aj's Burgers,"542 North Ave, New Rochelle, NY, 10801","Burgers, Italian, Pizza"
Buffalo Wild Wings,"134-15 20th Ave, College Point, NY, 11356","American (Traditional), Chicken Wings, Sports Bars"
McDonald's,"925 Hunts Point Blvd, Bronx, NY, 10474","Coffee & Tea, Burgers, Fast Food"
Sonic Drive-In,"573 Spring St, Elizabeth, NJ, 07201","Burgers, Fast Food, Ice Cream & Frozen Yogurt"
Burger King,"6413 14th Ave, Brooklyn, NY, 11219","Fast Food, Burgers"
McDonald's,"1531 Fulton St, Brooklyn, NY, 11216","Fast Food, Burgers, Coffee & Tea"
Burger King,"16150 Crossbay Blvd, Howard Beach, NY, 11414",Burgers
McDonald's,"57 Empire Blvd, Brooklyn, NY, 11226","Burgers, Fast Food, Coffee & Tea"
McDonald's,"875 Garrison Ave, Bronx, NY, 10474","Fast Food, Burgers, Coffee & Tea"
McDonald's,"3215 Kennedy Blvd, Union City, NJ, 07087","Fast Food, Burgers, Coffee & Tea"
McDonald's,"75-50 101st Ave-queens, Ozone Park, NY, 11416","Burgers, Fast Food, Coffee & Tea"
Burger King,"751 Harrison Ave, Harrison, NJ, 07029","Burgers, Fast Food"
McDonald's,"549 River Rd, Edgewater, NJ, 07020","Fast Food, Burgers, Coffee & Tea"
McDonald's,"336 E 23rd St, New York, NY, 10010","Burgers, Fast Food, Coffee & Tea"
Miller's Ale House,"350 US Highway 9 N, Woodbridge, NJ, 07095","Sports Bars, American (Traditional)"
McDonald's,"157 W 63rd St, Bayonne, NJ, 07002","Fast Food, Burgers, Coffee & Tea"
Jimmy Geez Sports Bar & Grill,"436 Belmont Ave, Haledon, NJ, 07508","Sports Bars, American (Traditional)"
Wendy's,"1435 Bergen Boulevard, Fort Lee, NJ, 07024","Burgers, Fast Food"
Checkers,"43 Empire Blvd, Brooklyn, NY, 11225","Burgers, Fast Food"
Avenue Bistro,"558 Bloomfield Ave, Verona, NJ, 07044","Bars, American (New), Burgers"
McDonald's,"357 Hamilton Ave, Brooklyn, NY, 11231","Fast Food, Burgers, Coffee & Tea"
McDonald's,"80-03 Queens Blvd, Elmhurst, NY, 11373","Burgers, Fast Food, Coffee & Tea"
McDonald's,"809 Avenue Of The Americas, New York, NY, 10001","Coffee & Tea, Burgers, Fast Food"
McDonald's,"39 Union Sq W, New York, NY, 10003","Fast Food, Burgers, Coffee & Tea"
McDonald's,"3279 3rd Ave, Bronx, NY, 10456","Fast Food, Coffee & Tea, Burgers"
The Lobby,"821 Spring St, Elizabeth, NJ, 07201","American (New), Lounges, Sports Bars"
McDonald's,"31-46 21st St, Long Island City, NY, 11106","Fast Food, Burgers, Coffee & Tea"
Wendy's,"138-42 Jamaica Avenue, Jamaica, NY, 11435","Fast Food, Burgers"
McDonald's,"741 Grand St, Brooklyn, NY, 11211","Fast Food, Burgers, Coffee & Tea"
Blu Alehouse,"92 Rt 23 N, Riverdale, NJ, 07457","Sports Bars, American (Traditional)"
Cheeburger Cheeburger,"Jfk Airport, Jamaica, NY, 11430","Burgers, Fast Food"
The Lantern,"1138 Ringwood Ave, Wanaque, NJ, 07465","American (New), Burgers, Hot Dogs"
Wendy's,"2-30 Garfield Avenue, Jersey City, NJ, 07305","Fast Food, Burgers"
McDonald's,"701 Utica Ave, Brooklyn, NY, 11203","Fast Food, Burgers, Coffee & Tea"
The Brook Tap House,"811 Passaic Ave, West Caldwell, NJ, 07006","American (New), Sports Bars, Pizza"
McDonald's,"88-05 Astoria Blvd, East Elmhurst, NY, 11369","Burgers, Fast Food, Coffee & Tea"
McDonald's,"5707-13 Church Ave, Brooklyn, NY, 11203","Burgers, Fast Food, Coffee & Tea"
McDonald's,"541 6th Ave, New York, NY, 10011","Fast Food, Burgers, Coffee & Tea"
McDonald's,"3001 Stratton St, Flushing, NY, 11354","Fast Food, Burgers"
McDonald's,"1656 Utica Ave, Brooklyn, NY, 11234","Burgers, Fast Food, Coffee & Tea"
White Castle,"89-03 57th Ave, Elmhurst, NY, 11373","Fast Food, Burgers"
McDonald's,"561 Mccarter Hwy, Newark, NJ, 07102","Fast Food, Burgers, Coffee & Tea"
Burgerology - Rockville Centre,"226 Merrick Rd, Rockville Centre, NY, 11570","Desserts, Burgers, Cocktail Bars"
Applebee's Grill + Bar,"Hudson Mall 701 Rt 440 S, Jersey City, NJ, 07304","American (Traditional), Sports Bars, Burgers"
McDonald's,"1883 Atlantic Ave, Brooklyn, NY, 11207","Coffee & Tea, Burgers, Fast Food"
White Castle,"900 Pennsylvania Ave, Brooklyn, NY, 11207","Fast Food, Burgers"
Wendy's,"90-13 Metropolitan, Rego Park, NY, 11374","Fast Food, Burgers"
Checkers,"111 Hartford Street, Newark, NJ, 07103","Burgers, Fast Food"
