name,address1,cate_gories
Continental Smoke Shop,"10736 71st Ave, Forest Hills, NY, 11375","Tobacco Shops, Vape Shops, Head Shops"
Smokestax II,"6607 18th Ave, Brooklyn, NY, 11204",Tobacco Shops
Pipe Kingz Smoke Shop,"250 Browertown Rd, Woodland Park, NJ, 07424","Tobacco Shops, Head Shops, Vape Shops"
Arthur Avenue Cigars,"2332 Arthur Ave, New York, NY, 10458",Tobacco Shops
Grizzly Smoke Shop & Convenience,"170 Market St, Paterson, NJ, 07522","Vape Shops, Convenience Stores, Tobacco Shops"
Brick City Vape & Smoke shop,"97 Ferry St, Newark, NJ, 07105","Vape Shops, Tobacco Shops, Head Shops"
Belleville Tobacco & Smoke Shop,"386 Main St, Belleville, NJ, 07109","Tobacco Shops, Vape Shops, Convenience Stores"
Pronto Lotto,"4004 74th St, Elmhurst, NY, 11373","Tobacco Shops, Vape Shops, Head Shops"
Lava Smoke Shop,"1019 Main St, Paterson, NJ, 07503","Tobacco Shops, Head Shops, Vape Shops"
Tobacco N Vape,"3318 31st Ave, Astoria, NY, 11106","Tobacco Shops, Vape Shops, Head Shops"
One s Convenience & Smoke Shop,"315 1st Ave, New York, NY, 10003","Tobacco Shops, Convenience Stores"
Tapped Enterprises,", Ronkonkoma, NY, 11779","Party Bus Rentals, Wine Tours, Beer Tours"
Milady’s,"162 Prince St, New York, NY, 10012","Bars, American (Traditional)"
Koloman,"16 W 29th St, New York, NY, 10001","French, Wine Bars, Diners"
Bar Blondeau,"80 Wythe Ave, Brooklyn, NY, 11249","Wine Bars, Cocktail Bars, French"
Discolo,"85 10th Ave, New York, NY, 10011",Cocktail Bars
J.Bespoke,"121 E 27th St, New York, NY, 10016","Cocktail Bars, Speakeasies"
Femme Fontaine BK,"245 S 1st St, Brooklyn, NY, 11211",Cocktail Bars
NR,"339 E 75th St, New York, NY, 10021","Ramen, Seafood, Cocktail Bars"
& Son,"1450 Second Ave, New York, NY, 10021","Steakhouses, Cocktail Bars"
Bird in Hand,"3569 Broadway 146th st, New York, NY, 10031","Cocktail Bars, American (New)"
The Tyger,"1 Howard St, New York, NY, 10013","Cocktail Bars, Noodles, Pan Asian"
The Cabinet,"649 East 9th St, New York, NY, 10009",Cocktail Bars
Slava,"77 West Houston St, New York, NY, 10012","Ukrainian, Cocktail Bars, Venues & Event Spaces"
Endswell Bar & Bistro,"773 Fulton St, Brooklyn, NY, 11217","Cocktail Bars, French"
Employees Only,"510 Hudson St, New York, NY, 10014","American (New), Cocktail Bars, Desserts"
Pekarna NYC,"594 Amsterdam Ave, New York, NY, 10024","Cocktail Bars, American (New), Venues & Event Spaces"
Sweet Polly,"71 6th Ave, Brooklyn, NY, 11217",Cocktail Bars
Twist,"164 9th Ave, New York, NY, 10011","Wine Bars, Cocktail Bars"
Palmetto,"309 Knickerbocker Ave, Brooklyn, NY, 11237","Wine Bars, Mediterranean, Cocktail Bars"
Gongo,"15 St Marks Pl, New York, NY, 10003","Cocktail Bars, Japanese, Speakeasies"
The Owl's Tail,"215 W 75th St, New York, NY, 10023",Cocktail Bars
Cocteleria Perla Negra,"3454 Broadway, New York, NY, 10031",Cocktail Bars
Ramona,"113 Franklin St, Brooklyn, NY, 11222",Cocktail Bars
Two Perrys,"127 Loisaida Ave, New York, NY, 10009",Bars
Bar Goyana,"177 E 100th St, New York, NY, 10029","Cocktail Bars, Belgian, Brazilian"
Le Boudoir,"135 Atlantic Ave, Brooklyn, NY, 11201",Cocktail Bars
The Nines,"9 Great Jones St, New York, NY, 10012","American (New), Piano Bars, Cocktail Bars"
The Infamous,"22-01 Jackson Ave, Long Island City, NY, 11101","Cocktail Bars, Speakeasies"
Lore,"441 7th Ave, Brooklyn, NY, 11215","Indian, Salad, Cocktail Bars"
Patent Pending,"49 W 27th St, New York, NY, 10001","Speakeasies, Cocktail Bars"
Zinc Bar,"82 W 3rd St, New York, NY, 10012","Jazz & Blues, Music Venues, Cocktail Bars"
Hi-Note,"188 Avenue B, New York, NY, 10009","Bars, Coffee & Tea"
Fine & Rare,"9 E 37th St, New York, NY, 10016","American (New), Jazz & Blues, Lounges"
While We Were Young,"183 W 10th St, New York, NY, 10014","American (New), Cocktail Bars"
Martiny's,"121 E 17th St, New York, NY, 10003",Cocktail Bars
Aska,"47 South 5th St, Brooklyn, NY, 11249","Scandinavian, Bars"
Amor y Amargo,"443 E 6th St, New York, NY, 10009","Cocktail Bars, Vermouth Bars"
Kokomo,"65 Kent Ave, Brooklyn, NY, 11249","Caribbean, Breakfast & Brunch, Cocktail Bars"
Madam Mikette’s,"987 2nd Ave, New York, NY, 10022",Cocktail Bars
Sugar Monk,"2292 Frederick Douglass Blvd, New York, NY, 10027","Cocktail Bars, Speakeasies"
Ode To Babel,"772 Dean St, Brooklyn, NY, 11238","Lounges, Cocktail Bars"
Lo-Res Bar,"136 Metropolitan Ave, Brooklyn, NY, 11249","Bars, Tapas/Small Plates, American (New)"
Bar Chrystie,"215 Chrystie St, New York, NY, 10002",Cocktail Bars
The Flatiron Room,"37 W 26th St, New York, NY, 10010","Lounges, Jazz & Blues, American (Traditional)"
LĒNA,"137 Eldridge St, New York, NY, 10002","French, Wine Bars, Cocktail Bars"
The Hidden Pearl,"621 Manhattan Ave, Brooklyn, NY, 11222","Cocktail Bars, Japanese, Speakeasies"
Verlaine,"110 Rivington St, New York, NY, 10002","Tapas/Small Plates, Cocktail Bars, Vietnamese"
Le Salon Cocktail Bar & Lounge,"355 Greenwich St, New York, NY, 10013","Cocktail Bars, Lounges, American (New)"
Osamil Upstairs,"5 W 31st St, New York, NY, 10001","Cocktail Bars, Lounges"
Wiggle Room,"9 Avenue A, New York, NY, 10009","Lounges, Dance Clubs"
Melody's Piano Bar,"1020 Lexington Ave, New York, NY, 10021","Cocktail Bars, Jazz & Blues, Piano Bars"
Peachy Keen,"325 W 44th St, New York, NY, 10036","Desserts, Cocktail Bars, Breakfast & Brunch"
Thursday Outpost,"137 Avenue A, New York, NY, 10009",Cocktail Bars
Cafe Balearica,"44 Berry St, Brooklyn, NY, 11249",Cocktail Bars
Mayflower,"132 Greene Ave, Brooklyn, NY, 11238","Venues & Event Spaces, Cocktail Bars, Wine Bars"
Hav & Mar,"245 11th Ave, New York, NY, 10001","Seafood, Cocktail Bars"
Givers And Takers,"286 3rd Ave, Brooklyn, NY, 11215",Bars
Emma Peel Room,"266 Broome St, New York, NY, 10002",Bars
Reception Bar,"45 Orchard St, New York, NY, 10002","Cocktail Bars, Korean"
Rule of Thirds,"171 Banker St, Brooklyn, NY, 11222","Japanese, Breakfast & Brunch, Cocktail Bars"
Bar Orai,"212 E 52nd St, New York, NY, 10022",Speakeasies
Oldies,"269 36th St, Brooklyn, NY, 11232",Cocktail Bars
The Rusty Face,"188 Grand St, Brooklyn, NY, 11211","Mediterranean, Tapas Bars, Cocktail Bars"
Brooklyn Social,"335 Smith St, Brooklyn, NY, 11231",Cocktail Bars
DND Do Not Disturb,"285 W 12th St, New York, NY, 10014",Speakeasies
Sagaponack,"4 W 22nd St, New York, NY, 10010","Bars, Seafood, Specialty Food"
Cedric's,"545 W 30th St, New York, NY, 10001",Cocktail Bars
Comedy Cellar,"117 MacDougal St, New York, NY, 10012","Comedy Clubs, Performing Arts"
Gotham Comedy Club,"208 W 23rd St, New York, NY, 10011",Comedy Clubs
The Village Underground,"130 W 3rd St, New York, NY, 10012","Dance Clubs, Lounges, Comedy Clubs"
New York Comedy Club,"241 E 24th St, New York, NY, 10010","Comedy Clubs, Arts & Entertainment"
The Stand Comedy Club and Restaurant,"116 E 16th St, New York, NY, 10003","Comedy Clubs, Cocktail Bars, Italian"
BATSU! New York City,"67 First Ave, New York, NY, 10003",Comedy Clubs
Asylum NYC,"307 W 26th St, New York, NY, 10001","Performing Arts, Comedy Clubs"
Drunk Shakespeare,"570 10th Ave, New York, NY, 10036","Performing Arts, Comedy Clubs"
Never Sleep Alone,"425 Lafayette St, New York, NY, 10003","Performing Arts, Comedy Clubs, Cabaret"
Bklyn Comedy Club,"308 Bedford Ave, New York, NY, 11249","Comedy Clubs, Whiskey Bars, Cocktail Bars"
House of Yes,"2 Wyckoff Ave, Brooklyn, NY, 11237","Performing Arts, Dance Clubs, Venues & Event Spaces"
Secret Loft,"137 W 14th St, New York, NY, 10011","Performing Arts, Comedy Clubs, Music Venues"
Best Comedy Tickets,"128 MacDougal St, New York, NY, 10012","Comedy Clubs, Ticket Sales"
Laughing Buddha Comedy,"319 Grand St, New York, NY, 10002","Comedy Clubs, Specialty Schools"
Living Room Show,"326 6th St, Brooklyn, NY, 11215",Comedy Clubs
The Fat Black Pussycat,"130 W 3rd St, New York, NY, 10012","Lounges, Comedy Clubs"
National Comedy Theatre,"347 W 36th St, New York, NY, 10018","Performing Arts, Comedy Clubs"
Caveat,"21 A Clinton St, New York, NY, 10002","Comedy Clubs, Performing Arts, Music Venues"
A Taste Of Magic,"733 9th Ave, Manhattan, NY, 10019","Magicians, Performing Arts, Dinner Theater"
New York Comedy Club,"85 E 4th St, New York, NY, 10003",Comedy Clubs
Brooklyn Comedy Collective - BCC,"167 Graham Ave, Brooklyn, NY, 11206","Comedy Clubs, Drama Schools"
Carolines On Broadway,"1626 Broadway, New York, NY, 10019","Comedy Clubs, Performing Arts, American (Traditional)"
The Tiny Cupboard,"10 Cooper St, Brooklyn, NY, 11207","Comedy Clubs, Performing Arts"
Comic Strip Live,"1568 2nd Ave, New York, NY, 10028",Comedy Clubs
The Slipper Room,"167 Orchard St, New York, NY, 10002","Performing Arts, Music Venues"
Greenwich Village Comedy Club,"99 MacDougal St, New York, NY, 10014",Comedy Clubs
West Side Comedy Club,"201 W 75th St, New York, NY, 10023",Comedy Clubs
Comedians You Should Know NYC,"200 N 14th St, Brooklyn, NY, 11249",Comedy Clubs
The Comedy Shop,"167 Bleecker St, New York, NY, 10012",Comedy Clubs
EastVille Comedy Club,"487 Atlantic Ave, Brooklyn, NY, 11217",Comedy Clubs
3 Mics,"45 Bleecker St, New York, NY, 10012","Comedy Clubs, Performing Arts"
The Peoples Improv Theater,"154 W 29th St, New York, NY, 10001","Performing Arts, Drama Schools, Venues & Event Spaces"
The Grisly Pear,"107 Macdougal St, New York, NY, 10012","Pubs, American (Traditional), Comedy Clubs"
LOL Comedy Lounge,"336 W 46th St, New York, NY, 10036","Comedy Clubs, Magicians, Ticket Sales"
Comedy Village,"107 MacDougal St, New York, NY, 10012",Comedy Clubs
Union Hall,"702 Union St, Brooklyn, NY, 11215","Pubs, Performing Arts, Bocce Ball"
Tribeca Comedy Lounge,"22 Warren St, New York, NY, 10007",Comedy Clubs
Stand Up NY,"236 West 78th St, New York, NY, 10024","Comedy Clubs, Bars, Performing Arts"
Truffles Mystery,"707 8th Ave, New York, NY, 10036","Comedy Clubs, Dinner Theater, Performing Arts"
Lips - New York,"227 E 56th St, New York, NY, 10022","American (Traditional), Bars, Cabaret"
The PIT Loft,"154 W 29th St, New York, NY, 10001","Comedy Clubs, Performing Arts"
Magnet Theater,"254 W 29th St, New York, NY, 10001","Comedy Clubs, Performing Arts, Art Schools"
Nuyorican Poets Cafe,"236 E 3rd St, New York, NY, 10009","Bars, Performing Arts"
The Bell House,"149 7th St, Brooklyn, NY, 11215","Music Venues, Lounges"
Improvolution,"115 Macdougal St, New York, NY, 10012","Performing Arts, Comedy Clubs"
Stone Street Comedy Club,"48 Stone St, New York, NY, 10004",Comedy Clubs
Absalom,"223 DeGraw Ave, Teaneck, NJ, 07666","Paint & Sip, Hookah Bars, Comedy Clubs"
Shrine World Music Venue,"2271 Adam Clayton Powell Blvd, New York, NY, 10030","Bars, Music Venues"
Casual Disturbance Comedy Show,"116 MacDougal, New York, NY, 10012","Performing Arts, Comedy Clubs"
The Daily Show,"733 11th Ave, New York, NY, 10019",Studio Taping
66 GREENPOINT,"66 Greenpoint Ave, Brooklyn, NY, 11222","Bars, Dance Clubs, Comedy Clubs"
Comedy Sportz New York ,"318 West 53rd Street, New York, NY, 10019",Comedy Clubs
Nitehawk Cinema,"136 Metropolitan Ave, Brooklyn, NY, 11249",Cinema
Bananas Comedy Club,"801 Rutherford Ave, Rutherford, NJ, 07070",Comedy Clubs
Broadway Comedy Club,"318 W 53rd St, New York, NY, 10019","Comedy Clubs, Performing Arts"
Eight Is Never Enough Improv Comedy,"318 W 53rd St, New York, NY, 10019","Comedy Clubs, Performing Arts"
Dark Horse Comedy Club,"57 Murray St, New York, NY, 10007","Performing Arts, Pubs, Comedy Clubs"
The Ivy League of Comedy & Liberty Comedy,", Scarsdale, NY, 10583","Comedy Clubs, Performing Arts"
Cafe Wha?,"115 MacDougal St, New York, NY, 10012","Music Venues, American (Traditional), Bars"
The Wellmont Theater,"5 Seymour St, Montclair, NJ, 07042","Music Venues, Performing Arts, Venues & Event Spaces"
Gettin' The Band Back Together,"111 W 44th St, New York, NY, 10036",Comedy Clubs
Q.E.D. Astoria,"27-16 23rd Ave, Astoria, NY, 11105","Comedy Clubs, Performing Arts, Venues & Event Spaces"
Scotty's Pub &  Comedy Cove,"595 Morris Ave, Springfield, NJ, 07081","Comedy Clubs, Steakhouses, Pubs"
The Looney Bin Comedy Club,"141 E Service Rd, Staten Island, NY, 10314",Comedy Clubs
Friars Club,"57 E 55th St, New York, NY, 10022","Restaurants, Venues & Event Spaces, Social Clubs"
The Grisly Pear,"243 W 54th St, New York, NY, 10019","Sports Bars, Comedy Clubs, Burgers"
Smalls Jazz Club,"183 W 10th St, New York, NY, 10014","Lounges, Jazz & Blues, Music Venues"
The Tank,"312 W 36th St, New York, NY, 10018","Performing Arts, Comedy Clubs, Music Venues"
Syndicated Bar Theater Kitchen,"40 Bogart St, Brooklyn, NY, 11206","Cinema, Gastropubs, Bars"
Kissin Improv,"2067 Broadway, New York, NY, 10023","Comedy Clubs, Performing Arts, Specialty Schools"
The Duplex,"61 Christopher St, New York, NY, 10014","Gay Bars, Cabaret, Piano Bars"
Dillons Comedy Club,"245 W 54th St, New York, NY, 10019",Comedy Clubs
Freestyle Repertory Theatre,"120 W 86th St, New York, NY, 10024","Performing Arts, Comedy Clubs"
6 Pack At Brit Pack,"265 W 37th St, New York, NY, 10018",Comedy Clubs
Triad Theater,"158 W 72nd St, New York, NY, 10023","Performing Arts, Music Venues"
Don't Tell Mama,"343 W 46th St, New York, NY, 10036","American (New), Cabaret, Piano Bars"
Murdered by the Mob Dinner Theater,"707 8th Ave, New York, NY, 10036","Dinner Theater, Comedy Clubs"
Canary Club,"303 Broome St, New York, NY, 10002","Cajun/Creole, Jazz & Blues, Cocktail Bars"
Ted Greenberg's The Complete Performer,"332 Bleecker St, New York, NY, 10014","Comedy Clubs, Performing Arts"
Blue Note New York,"131 W 3rd St, New York, NY, 10012","Jazz & Blues, Bars, American (Traditional)"
Coney Island Circus Sideshow,"1208 Surf Ave, Brooklyn, NY, 11224",Performing Arts
Baby Shower Comedy Show,"77 Delancey St, New York, NY, 10002",Comedy Clubs
Gemini and Scorpio Loft,"255 Douglass St, Brooklyn, NY, 11217","Venues & Event Spaces, Performing Arts, Music Venues"
Yonkers Comedy Club,"257 Market St, Yonkers, NY, 10710",Comedy Clubs
SOB's,"204 Varick St, New York, NY, 10014","Music Venues, Cocktail Bars, Dance Clubs"
Fondudes,"54 W 40th St, New York, NY, 10018",Performing Arts
Amateur Comedy Club,"150 E 36th St, New York, NY, 10016",Comedy Clubs
Sleep No More,"530 W 27th St, New York, NY, 10001",Performing Arts
Williamsburg Cinemas,"217 Grand St, New York, NY, 11211",Cinema
Manhattan Comedy School,"208 W 23rd St, New York, NY, 10011","Performing Arts, Specialty Schools"
White Plains Comedy Club,"189 E Post Rd, White Plains, NY, 10601",Comedy Clubs
Gemini Comedy Entertainment,"6 Commerce St, Somerville, NJ, 08876","Magicians, Comedy Clubs"
Plaza Theatrical Productions,"34 Forest Ave, Lynbrook, NY, 11563",Performing Arts
The Cutting Room,"44 E 32nd St, New York, NY, 10016","Bars, American (New), Music Venues"
Brooklyn House of Comedy,"1165 Bedford Ave, Brooklyn, NY, 11216","Comedy Clubs, Karaoke"
Regal Battery Park,"102 N End Ave, New York, NY, 10282",Cinema
SuzyQue's BBQ & BAR,"34 S Valley Rd, West Orange, NJ, 07052","Bars, Barbeque, Jazz & Blues"
Kids 'N Comedy,"Gotham Comedy Club, New York, NY, 10011","Performing Arts, Specialty Schools, Comedy Clubs"
Yllana's 666 Comedy,"18 Minetta Ln, New York, NY, 10012",Performing Arts
Drawing Room Entertainment,"555 Madison Ave, New York, NY, 10022",Performing Arts
Le Poisson Rouge,"158 Bleecker St, New York, NY, 10012","Music Venues, Bars"
Salsa Fever On2 Dance Academy,"83 Franklin St, Jersey City, NJ, 07307","Dance Studios, Dance Schools, Performing Arts"
The Bitter End,"147 Bleecker St, New York, NY, 10012","Bars, Music Venues"
The Book of Mormon,"230 W 49th St, New York, NY, 10036",Performing Arts
Not That Jewish,"340 West 50th St, New York, NY, 10019",Performing Arts
Jacksonville,"325 Grand St, Paterson, NJ, 07505","Music Venues, Soul Food, Comedy Clubs"
Laurie Beechman Theatre,"407 W 42nd St, New York, NY, 10036","Performing Arts, Venues & Event Spaces, Music Venues"
New York City Center,"131 W 55th St, New York, NY, 10019",Performing Arts
Old York Cellars,"80 Old York Rd, Ringoes, NJ, 08551","Wineries, Wine Tours"
Theater District,"1650 Broadway, New York, NY, 10019",Cinema
New Jersey Young Professionals,", Garwood, NJ, 07027",Social Clubs
Audience Extras,", New York, NY, 10010",Performing Arts
"My Son, The Waiter: A Jewish Tragedy","158 W 72nd St, New York, NY, 10023",Performing Arts
Metropolitan Room,"34 W 22nd St, New York, NY, 10010","Jazz & Blues, Music Venues, Cabaret"
Groove,"125 MacDougal St, New York, NY, 10012","Lounges, Music Venues"
A Slice O' Minnelli,"343 W 46th St, New York, NY, 10036",Cabaret
Theater Extras,"None, New York, NY, 10019","Music Venues, Performing Arts"
The World Comedy Club,"318 W 53rd St, New York, NY, 10019","Performing Arts, Comedy Clubs"
Eli Bosnick - Not Just Any Magician,"None, Manhattan, NY, 10003","Performing Arts, Magicians"
Burying The Hatchet,"1627 Broadway, New York, NY, 10019","Performing Arts, Comedy Clubs"
Times Square Arts Center,"300 W 43rd St, New York, NY, 10036","Performing Arts, Comedy Clubs"
NEWSical: The Musical,"410 W 42nd St, New York, NY, 10036",Performing Arts
Men Are From Mars Women Are From Venus Live!,"340 W 50th St, New York, NY, 10019",Performing Arts
UBS Arena,"2400 Hempstead Turnpike, Elmont, NY, 11003",Stadiums & Arenas
Christopher Titus,", New York, NY, 10010",Comedy Clubs
Big Apple Ranch,"320 W 37th St, New York, NY, 10018","Gay Bars, Country Dance Halls"
Polish American Cultural Association,"5 Pulaksi Pl, Port Washington, NY, 11050","Country Dance Halls, Cultural Center, Caterers"
Lt Joseph P Kennedy Community Center,"34 W 134th St, New York, NY, 10037","Venues & Event Spaces, Country Dance Halls, Dance Clubs"
Bembe,"81 S 6th St, Brooklyn, NY, 11249",Dance Clubs
Rumpus Room,"249 Eldridge St, New York, NY, 10002",Dance Clubs
LAVO Nightclub,"39 E 58th St, New York, NY, 10022",Dance Clubs
Deluxx Fluxx,"125 E 11th St, New York, NY, 10003",Dance Clubs
Pyramid Club,"101 Ave A, New York, NY, 10009","Dance Clubs, Lounges, American (New)"
Slate NY,"54 W 21st St, New York, NY, 10010","Dance Clubs, Venues & Event Spaces, American (Traditional)"
Musica Club NYC,"637 W 50th St, New York, NY, 10019",Dance Clubs
Vida Verde,"248 W 55th St, New York, NY, 10019","Cocktail Bars, Mexican, Venues & Event Spaces"
TBA Brooklyn,"395 Wythe Ave, New York, NY, 11249","Dance Clubs, Lounges"
"Somewhere Nowhere NYC - Lounge, Nightclub & Rooftop Pool","112 W 25th St, New York, NY, 10001","Venues & Event Spaces, Dance Clubs, Lounges"
The Living Room II,"125 St Anns Ave, Bronx, NY, 10454",Dance Clubs
Nebula Night Club,"135 W 41st St, New York, NY, 10036","Dance Clubs, Bars"
Keybar,"432 E 13th St, New York, NY, 10009",Lounges
"Nightlife, Party, Club & VIP Bottle Services","453 W 17th St, New York, NY, 10011","Dance Clubs, Party & Event Planning"
Good Room,"98 Meserole Ave, Greenpoint, NY, 11222","Bars, Dance Clubs"
Club Cache,"35 E 13th St, New York, NY, 10003",Dance Clubs
Retroclubnyc,"9 E 45th St, New York, NY, 10017","Dance Clubs, Lounges"
Lounge 247,"247 Eldridge St, New York, NY, 10002",Lounges
Home Sweet Home,"131 Chrystie St, New York, NY, 10002",Dive Bars
B66 Club,"6612 New Utrecht Ave, Brooklyn, NY, 11219","Dance Clubs, Venues & Event Spaces"
SL Lounge,"40-15 Warren St, Elmhurst, NY, 11373","Lounges, Dance Clubs"
TAO Downtown Nightclub,"369 W 16th St, New York, NY, 10011",Dance Clubs
Le Bain,"444 West 13th St, New York, NY, 10014","Bars, Dance Clubs"
