name,address1,cate_gories
Empire Beauty School,2615 George Busbee Pkwy NW,Cosmetology Schools
Ace Atlanta,4300 Buford Hwy NE,"Hookah Bars, Lounges, American (Traditional)"
Occassions,2101 Northlake Pkwy,
Havana Cigar Lounge,6010 Sandy Springs Cir NE,"Cigar Bars, Cocktail Bars, Caribbean"
The Exclusive,2439 Memorial Dr SE,Cigar Bars
Fellaship,110 Centennial Olympic Park Dr,"Cigar Bars, Cocktail Bars, Comfort Food"
Havana Cigars,398 Auburn Ave NE,Cigar Bars
Cigar Jazz,2820 Peachtree Industrial Blvd,Cigar Bars
Highland Cigar,245 N Highland Ave,"Tobacco Shops, Lounges"
Cigar City Club,5006 Roswell Rd,"Tobacco Shops, Lounges, Cocktail Bars"
La Casa Del Tabaco Cigar Lounge,3330 Piedmont Rd NE,"Tobacco Shops, Head Shops"
Acere Cigar,230 Thornton Rd,"Cigar Bars, Tapas/Small Plates"
Buckhead Cigar Club,3400 Around Lenox Rd,Tobacco Shops
Stanley's Cigar Lounge,3220 Butner Rd,"Lounges, Cigar Bars"
Continent Restaurant & Cigar Lounge,4300 Buford Hwy NE,"Cigar Bars, Caribbean"
Studio Cigar Lounge,6000 Renaissance Pkwy,Lounges
The Cigar Bar,2617 Panola Rd,"Tapas Bars, Hookah Bars"
Humidor Cigar Bar and Lounge,3555 Centerville Hwy,"Lounges, Cigar Bars, Chicken Wings"
The Cigar Cellar,2500 N Cobb Pkway NW,"Cigar Bars, Cocktail Bars, Tapas/Small Plates"
Cigar Village Atlanta,492 Flat Shoals Ave SE,Tobacco Shops
Monticello,2000 Powers Ferry Rd,"Seafood, Cigar Bars, Sports Bars"
Village Bourbon & Cigar,1295 W Spring St,"Cigar Bars, Cocktail Bars"
Kings Cigar Lounge,1155 Virginia Ave,Lounges
Cigaros,1025 East West Connector,"Tobacco Shops, Jazz & Blues, Tapas Bars"
The Club At Chops,70 W Paces Ferry Rd NW,"Steakhouses, Seafood, Cigar Bars"
The Chateau Wine and Cigar Bar,4090 Johns Creek Pkwy,"Wine Bars, Tobacco Shops"
The Blendz 2,632 South Central Ave,Cigar Bars
Big Ron's Cigar Bar,3590 Walt Stephens Rd,Cigar Bars
Truly Cigars,2745 Sandy Plains Rd,"Tobacco Shops, Cigar Bars"
Maxwell's Cigar Bar,150 Towne Lake Pkwy,"Tobacco Shops, Cigar Bars"
Edgewood Smoke Shop,382 Edgewood Ave,"Tobacco Shops, Hookah Bars"
J's Cigar,2072 Defoors Ferry Rd NW,"Tobacco Shops, Cigar Bars"
Montana Cigar,4641 Flat Shoal Rd,Cigar Bars
"Lips, Sticks and Fingertips",,"Cigar Bars, Hookah Bars"
The Smoking Room,5495 Old National Hwy,"Tobacco Shops, Hookah Bars"
Beau Monde Cigar Bar,11950 Jones Bridge Rd,"Cigar Bars, Hookah Bars, Cocktail Bars"
Life N Times Cigar & Coffee,6947 Main St,"Cigar Bars, Coffee & Tea, Lounges"
Wine Me Down,11775 Northfall Ln,"Hookah Bars, Cigar Bars, Wine Bars"
Churchill's Fine Cigars,5841 Roswell Rd NE,"Tobacco Shops, Cigar Bars"
The Cigar Merchant,9850 Nesbit Ferry Rd,Tobacco Shops
SmokeTacular Cigar Lounge,573 Jonesboro Rd,"Lounges, Cigar Bars"
Southside Premium Cigars,640 Senoia Rd,"Cigar Bars, Tobacco Shops"
Great Smoke,2790 Lakewood Ave SW,"Hookah Bars, Tobacco Shops, Vape Shops"
Knockouts Bar and Lounge,4807 Old National Hwy,"Sports Bars, American (Traditional), Lounges"
Suite Food Lounge,375 Luckie St,"American (New), Lounges"
Cigar Studio 57,1370 Buford Hwy,Tobacco Shops
The Cigar Merchant,10800 Alpharetta Hwy,"Tobacco Shops, Head Shops"
Puff 'N' Stuff,3315 Fern Drive,Tobacco Shops
Smoking Phoenix Cigar Lounge,5385 Five Forks Trickum Rd,Cigar Bars
Cigars Plus,4055 Old Milton Pkwy,Tobacco Shops
Total Wine & More,3954A Peachtree Rd NE,"Beer, Wine & Spirits, Tobacco Shops"
Smoke Rise Bottle Shoppe,1559 Lilburn Stone Mtn Rd,"Beer, Wine & Spirits, Cigar Bars"
Confetti's Bar & Grill,6470 Spalding Dr,"Hookah Bars, Sports Bars"
House Of Smoke,2865 Main St,"Vape Shops, Tobacco Shops, Head Shops"
The Bermuda Bar,3473 Old Norcross Rd,"Breakfast & Brunch, Turkish, Cigar Bars"
Decatur Wine & Spirits,1789 Lawrenceville Hwy,"Beer, Wine & Spirits, Tobacco Shops"
Total Wine & More,124 Perimeter Center Pkwy NE,"Beer, Wine & Spirits, Tobacco Shops"
Total Wine & More,740 Ernest W Barrett Pkwy NW,"Beer, Wine & Spirits, Tobacco Shops"
DZ Vapor Shop,3754 Buford Hwy NE,"Vape Shops, Tobacco Shops"
Vape Pitstop,1880 Mountain Industrial Blvd,"Vape Shops, Tobacco Shops, Cigar Bars"
Total Wine & More,6290 N Point Pkwy,"Beer, Wine & Spirits, Tobacco Shops"
The Garden Room,88 W Paces Ferry Rd NW,"American (Traditional), Bars, Seafood"
The Consulate,10 10th St NW,"Specialty Food, Cocktail Bars, American (New)"
Falling Rabbit,3580 W Lawrenceville St,"American (New), Cocktail Bars, Wine Bars"
Brassica,3376 Peachtree Rd NE,"Brasseries, Cocktail Bars"
Sugar Hill Distillery,1166 Church St,"German, Breakfast & Brunch, Cocktail Bars"
The Artillery Room- Gate City Brewing Company,932 Canton St,"Cocktail Bars, Beer Bar"
Atrium,675 Ponce de Leon Ave NE,"American (New), Cocktail Bars"
Amalfi Cucina & Mercato - Buckhead,3242 Peachtree Rd NE,"Italian, Pizza, Wine Bars"
Saints + Council,1221 Peachtree St,"American (New), Bars, Sandwiches"
Banshee,1271 Glenwood Ave SE,"American (New), Cocktail Bars"
Park 82,4403 Northside Pkwy,"American (Traditional), Burgers, Cocktail Bars"
Vino Venue,4478 Chamblee Dunwoody Rd,"American (New), Wine Bars, Cooking Classes"
APT 4B,2293 Peachtree Rd,"Lounges, Caribbean"
The White Bull,123 E Court Square,"American (New), Italian, Cocktail Bars"
ASW Distillery - Battery,900 Battery Ave SE,"Distilleries, Whiskey Bars, Cocktail Bars"
Aveline - Opening Soon,1340 W Peachtree St NW,Cocktail Bars
Aerial Kitchen & Bar,1117 West Peachtree St,"Bars, American (Traditional)"
Chido & Padre's,128 E Andrews Dr NW,"Mexican, Cocktail Bars"
Dorav Parlor Bistro,5953 Buford Hwy NE,"Cocktail Bars, Lounges, Tapas/Small Plates"
Sea Salt,1801 Howell Mill Rd,"Breakfast & Brunch, Seafood, Cocktail Bars"
Canton Street Social,14 Elizabeth Way,"American (New), Breakfast & Brunch, Cocktail Bars"
Bully Boy,828 Ralph McGill Blvd,"Seafood, Cocktail Bars, Chicken Wings"
Independent Distilling Company,547 E College Ave,"Distilleries, Cocktail Bars, Whiskey Bars"
ArtBar,1775 Pleasant Hill Rd,"Southern, Bars"
Nibbles Kitchen and Bar,4456 Marietta St,"Caribbean, Tacos, Cocktail Bars"
Virtue Rooftop,1197 Peachtree St NE,"Lounges, Cocktail Bars, Venues & Event Spaces"
a mano,587 Ralph McGill Blvd NE,"Italian, Cocktail Bars, Sandwiches"
The Gaslight ,890 Atlanta St,"Cocktail Bars, American (New)"
The Social House,314 Auburn Ave,"Lounges, Cocktail Bars, Venues & Event Spaces"
Ecco Midtown,40 7th St NE,"Modern European, Cocktail Bars, Italian"
St. Julep,374 E Paces Ferry Rd NE,"Bars, DJs, Venues & Event Spaces"
Westside Motor Lounge,725 Echo St NW,"American (Traditional), Cocktail Bars"
Rumi's Kitchen - Colony Square,1175 Peachtree St NE,"Persian/Iranian, Cocktail Bars"
Zeke's Kitchen & Bar,4454 S Cobb Dr SE,"American (New), Bars, Haitian"
Mercantile Social,20 N Main St,"Tapas/Small Plates, Cocktail Bars, Music Venues"
Mr. B. Bar,3600 Piedmont Rd NE,Cocktail Bars
Redbird,1198 Howell Mill Rd,"American (New), Bars, Venues & Event Spaces"
Cru,915 Battery Ave SE,"Wine Bars, American (New)"
The Fountain,4843 N Main St,"American (New), Soup, Cocktail Bars"
White Oak Kitchen & Cocktails,270 Peachtree St NW,"Southern, American (New), Bars"
Nowak's,1397 N Highland Ave,"Seafood, Bars, Steakhouses"
Bar Peri,40 Perimeter Center Pl,Cocktail Bars
The Velvet Note,4075 Old Milton Pkwy,"Jazz & Blues, American (New)"
Buteco,1039 Grant St SE,"Coffee & Tea, Brazilian, Cocktail Bars"
Tres Lunas Infused Tequila Bar,12635 Crabapple Rd,"Cocktail Bars, Tacos, Desserts"
Revel,1778 Ellsworth Industrial Dr NW,Lounges
Pharaohs Palace,11890 Douglas Rd,"Mediterranean, Lounges, Egyptian"
Hampton + Hudson,299 N Highland Ave NE,"Cocktail Bars, Gastropubs, American (Traditional)"
Amici  At Trilith - Fayetteville,355 Trilith Pkwy,"Chicken Wings, Pizza, Beer Bar"
La Grotta Ristorante Italiano,2637 Peachtree Rd NE,"Italian, Bars, Venues & Event Spaces"
Boone's,2205 Northside Dr NW,"American (New), Cocktail Bars"
Ms. Icey's Kitchen & Bar,1371 Clairmont Rd,"Bars, Caribbean, Southern"
The Ashford,1418 Dresden Dr,"American (New), Cocktail Bars"
Roc South Cuisine,3009 Buford Hwy NE,"Southern, Bars, Seafood"
Bread & Butterfly,290 Elizabeth St,"Breakfast & Brunch, French, Cocktail Bars"
Sanctuary,3209 Paces Ferry Pl NW,"Dance Clubs, Venues & Event Spaces"
Miracle Bar at The Fox,660 Peachtree St NE,"Pop-Up Restaurants, Cocktail Bars"
Fowling Warehouse,1356 English St NW,"American (Traditional), Sports Bars, Bowling"
King of Pops Bar,675 Ponce De Leon Ave NE,"Cocktail Bars, Ice Cream & Frozen Yogurt"
Joey D's Oak Room,1015 Crown Pointe Pkwy,"Steakhouses, American (Traditional), Cocktail Bars"
The Basement Theatre,175 W Wieuca Rd NE,"Performing Arts, Comedy Clubs"
Dad's Garage Theatre,569 Ezzard St,"Comedy Clubs, Performing Arts"
The Punchline,3652 Roswell Rd NE,Comedy Clubs
One Dollar Comedy Show,380 14th St NW,Comedy Clubs
Laughing Skull Lounge,878 Peachtree St,Comedy Clubs
Whole World Improv Theatre,1216 Spring St NW,"Performing Arts, Comedy Clubs, Community Service/Non-Profit"
Atlanta Magic Theater,267 Marietta St NW,"Comedy Clubs, Performing Arts, Magicians"
Uptown Comedy Corner,397 N Central Ave,Comedy Clubs
Atlanta Comedy Theater,4650 Jimmy Carter Blvd,"Comedy Clubs, Salad, Sandwiches"
The Village Theatre,349 Decatur St,Comedy Clubs
Tukute Presents,,"Jazz & Blues, Comedy Clubs, Music Venues"
Relapse Theatre,380 14th St NW,"Comedy Clubs, Performing Arts"
Laughing Matters,,"Performing Arts, Comedy Clubs"
Kat's Cafe,970 Piedmont Ave,"American (New), Music Venues"
ApacheXLR,393 Marietta St NW,"Breakfast & Brunch, Jazz & Blues"
Jus Jokin Comedy Lounge,1848 Old Norcross Rd,Comedy Clubs
Aurora Cineplex,5100 Commerce Pkwy,"Cinema, Mini Golf, Venues & Event Spaces"
Sketchworks Comedy,349 Decatur St SE,"Comedy Clubs, Performing Arts"
Automatic Improv,999 Brady Ave,"Performing Arts, Comedy Clubs"
Cineprov,1049 Ponce De Leon Ave,Comedy Clubs
Art By The Glazz,3652 Roswell Rd NW,Arts & Entertainment
Jeff Justice's Comedy Workshop,,"Adult Education, Performing Arts, Vocational & Technical School"
Broken Anchor Winery,3335 Cobb Pkwy NW,Wineries
Tongue & Groove,565 Main St NE,"Dance Clubs, Venues & Event Spaces"
MJQ Concourse,736 Ponce De Leon Ave NE,Dance Clubs
Hot Jam Swings,585 Wells St SW,Dance Clubs
District Atlanta,269 Armour Dr NE,Dance Clubs
Future Atlanta,50 Upper Alabama St SW,Dance Clubs
The Basement,1245 Glenwood Ave SE,Dance Clubs
The Heretic,2069 Cheshire Bridge Rd NE,"Dance Clubs, Gay Bars"
Fusion Nightclub,4771 Britt Rd,Lounges
Sutra Lounge,1136 Crescent Ave NE,"Lounges, Dance Clubs"
Bassment,79 Poplar St,Dance Clubs
Jordan's Lounge,2755 Canton Rd,"Lounges, Hookah Bars, Dance Clubs"
Fuego Cantina and Grill,3473 Old Norcross Rd,"Dance Clubs, Mexican"
The Gate,6510 Tara Blvd,Dance Clubs
Phase One,5479 Memorial Dr,Dance Clubs
"The Place Bar, Grill And Nightclub",700 Sandy Plains Rd,"Bars, American (Traditional), Dance Clubs"
Club Rio,556 Commerce Ave SE,"Dance Clubs, Lounges"
The Mansion Elan,3595 Clairmont Rd,"Dance Clubs, Venues & Event Spaces"
Club Da Vinci's,2000 Powers Ferry Rd,Dance Clubs
Rush Lounge,2715 Buford Hwy NE,Dance Clubs
Boogalou,239 Ponce De Leon Ave NE,"American (Traditional), Lounges"
Fathom Dj,,"Dance Clubs, Music Venues, DJs"
529,529 Flat Shoals Ave,"Bars, Music Venues"
My Sister's Room,84 12th St NE,"Gay Bars, Dance Clubs, American (New)"
The Atrium,5479 Memorial Dr,"Venues & Event Spaces, Dance Clubs, Music Venues"
Red Martini,3179 Peachtree Rd,"Sushi Bars, American (New), Lounges"
iBiza Restaurant & Hookah Lounge,4500 Satellite Blvd,"Hookah Bars, Burgers, Sandwiches"
Club Bolts,2549 Gresham Rd,Dance Clubs
Backstage Atlanta,2505 Godby Rd,"Southern, Venues & Event Spaces, Music Venues"
Mix Lounge,3375 Buford Hwy,"Dance Clubs, Lounges, Hookah Bars"
N3dos Restaurant & Lounge,5803 Buford Hwy NE,"Lounges, Latin American, Dance Clubs"
Full Screen Media Works,2507 Thomas Ln,"Sports Bars, Dance Clubs"
Club Sugar Bush,7955 Tara Blvd,Dance Clubs
Chef Rob's Caribbean Cafe,5920 Roswell Rd,"Caribbean, Hookah Bars, Lounges"
Medusa restaurant & lounge,3375 Buford Hwy NE,Lounges
One Ninety One Club,191 Peachtree St NE,Dance Clubs
Haven Restaurant and Lounge,375 Rockbridge Rd NW,"Hookah Bars, Lounges, Sports Bars"
Aurum Lounge,75 Peachtree Pl Nw,Dance Clubs
Barnacles,2125 Market St,"Sports Bars, American (Traditional), Dance Clubs"
Espacio Discotheque Atl,6100 Live Oak Pkwy,Dance Clubs
Club Crunk,3653 Memorial Dr,Dance Clubs
Luna Lounge & Club,585 Franklin Gtwy SE,"Lounges, Dance Clubs"
Ritmos Bar and Grill,6640 Tara Blvd,Dance Clubs
Sivas Tavern,780 Cobb Place Blvd,"Hookah Bars, Mediterranean, Sports Bars"
The lions restaurant & Hookha lounge,3979 Buford Hwy NE,"Hookah Bars, Lounges, Cocktail Bars"
Virginia Highland Bass Station,1100 Briarcliff Pl,"Local Flavor, Apartments, Dance Clubs"
Eastside Station,2166 Highpoint Rd,Sports Bars
VICE,255 Trinity Ave,Dance Clubs
Salsa ATL,,"Dance Schools, Trainers, Dance Clubs"
E-Villa,495 Peachtree St NE,"Ethiopian, Cocktail Bars, Hookah Bars"
The BQE Restaurant & Lounge,262 Edgewood Ave NE,"Soul Food, Bars, Breakfast & Brunch"
Atlantis Restaurant & Lounge,1937 Piedmont Cir NE,"Mediterranean, Lounges, Hookah Bars"
QC'S BAR & GRILL,2200 Old Covington Hwy,"Sports Bars, American (Traditional)"
Babylon Cafe,2257 Lenox Rd NE,"Middle Eastern, Halal, Hookah Bars"
Chill Restaurant and Lounge,11655 Haynes Bridge Rd,"Dance Clubs, American (New)"
Da Spot Bistro,2839 Buford Hwy NE,"American (New), Hookah Bars, Dance Clubs"
Arthur Murray Dance Studio,2615 George Busbee Pkwy,Dance Clubs
LiFE,1789 Cheshire Bridge Rd,Dance Clubs
The Place Tavern,5886 Wendy Bagwell Pkwy,"Sports Bars, American (Traditional)"
El Don Mexican Bar and Grill,6320 Atlanta Hwy,"Mexican, Bars, Tex-Mex"
Metro Café Diner,229 Peachtree St NE,"Diners, Breakfast & Brunch, Bars"
Southern Style Bistro,4975 Stone Mountain Hwy,"Barbeque, Dance Clubs, Lounges"
Xperience - Sports Bar & Lounge,3979 Buford Hwy,"Sports Bars, Lounges"
Negril ATL,30 N Ave NE,"Caribbean, Tapas/Small Plates, Beer Bar"
Angel,426 W Ponce De Leon Ave,Dance Clubs
Club Crucial,2517 Donald Lee Hollowell,Dance Clubs
Believe Music Hall,181 Ralph David Abernathy Blvd SE,Music Venues
Atlanta Peach Ballroom,3365 Buford Hwy NE,Dance Clubs
Sweetwater Bar & Grill,2920 Old Norcross Rd,"Music Venues, Bars, Karaoke"
The Rusty Nail Pub,8549 Roswell Rd,"Pubs, American (Traditional), Southern"
Wooden Nickel Pub,3201 Tucker Norcross Rd,"Dive Bars, American (Traditional), Sports Bars"
Laseters Tavern at Vinings,4355 Cobb Pkwy,"Sports Bars, American (Traditional)"
Mr C's,1983 Howell Mill Rd NE,"Dive Bars, American (Traditional)"
Doc's Food & Spirits,2621 Cumberland Blvd SE,"American (Traditional), Bars"
Pal’s Lounge,254 Auburn Ave NE,"Jazz & Blues, Dive Bars, Lounges"
Vintage Tavern,2860 Atlanta Rd SE,"American (Traditional), Bars"
Billy Bob's New Secrets,3962 Lawrenceville Hwy,"Bars, Burgers"
Gold Dust Bar and Grill,4880 Lawrenceville Hwy,Sports Bars
Montana's Bar & Grille,2995 Johnson Ferry Rd,"Sports Bars, Chicken Wings, Music Venues"
The Albert,918 Austin Ave,"Bars, American (Traditional), Breakfast & Brunch"
Blue Ribbon Grill,4006 Lavista Rd,American (Traditional)
High Velocity,265 Peachtree Center Ave,Sports Bars
Mac McGee,936 Canton St,"Irish, Irish Pub"
Hooligans,8440 Holcomb Bridge Rd,"Chicken Wings, Sports Bars, American (New)"
Padriac's,2460 Cumberland Pkwy,"Pubs, American (Traditional)"
The Derby,9850 Nesbit Ferry Rd,"American (Traditional), Burgers"
Beer Barrel,1294 Roswell Rd,Dive Bars
Whistle Post Tavern,935 Railroad St NW,"Music Venues, American (New)"
Lloyd’s Restaurant and Lounge,900 DeKalb Ave NE,"Bars, American (Traditional)"
Morgan Falls Billiards,7875 Roswell Rd,Pool Halls
Owlz Pub,3655 Cherokee St NW,"Sports Bars, Burgers, Pizza"
Bradley's Bar and Grill,4961 Lower Roswell Rd,"Dive Bars, Barbeque, Sandwiches"
Buckhead Saloon,3227 Roswell Rd NE,"Sports Bars, American (New)"
Vinyl,1374 W Peachtree St,Music Venues
Red And Terry's Timbers,730 Concord Rd SE,"Chicken Wings, Dive Bars, Sports Bars"
Gilly's Sports Bar,4343 Dunwoody Park,"American (Traditional), Sports Bars"
Brake Pad,3403 Main St,American (Traditional)
Chaplins,555 S Atlanta St,"Bars, American (Traditional), Chicken Wings"
Star Community Bar,437 Moreland Ave NE,"Music Venues, Bars"
Sportsline Bar and Grill,2100 Riverside Pkwy,Sports Bars
Hangar 92 Bar & Grill,2123 Fairburn Rd,"Bars, Food Delivery Services, Barbeque"
The Bat & Ball Pub,2150 Johnson Ferry Rd NE,Pubs
Meehan's Public House - Vinings,2810 Paces Ferry Rd SE,"Irish, Irish Pub"
Mulligans,698 Roswell St SE,"American (Traditional), Bars"
Sidelines Sports Grille,840 Ernest W Barrett Pkwy NW,Sports Bars
Ship & Anchor Pub,5975 Roswell Rd NE,"Pubs, American (Traditional), British"
The Corner Pub,627 E College Ave,"Pubs, American (New)"
The Whelan,1133 Huff Rd NW,"Pubs, Pool Halls, South African"
Cue's Billiards,3372 Canton Rd,"Bars, Pool Halls, Burgers"
Manuel's Tavern,602 N Highland Ave NE,"Bars, American (Traditional)"
Eats,600 Ponce De Leon Ave NE,"Southern, Italian, Caribbean"
Taqueria Don Chon,616 S Central Ave,Tacos
Monkey Barrel,688 Whitlock Ave NW,Sports Bars
Local No 7,2316 Main St,"American (Traditional), Chicken Wings, Sandwiches"
Twisted Tavern,4450 Nelson Brogdon Blvd,"Bars, American (Traditional)"
Jimmy Mac's,3205 Canton Rd,"Karaoke, Sports Bars, American (Traditional)"
Augustine's,327 Memorial Dr,"Sports Bars, Hookah Bars, Lounges"
Elliott Street Deli & Pub,51 Elliott St SW,"Delis, Sandwiches, Pubs"
Corner Tavern - Hapeville,573 N Central Ave,"Breakfast & Brunch, Bars, American (Traditional)"
Delkwood Grill,2769 Delk Rd SE,"American (Traditional), Pizza, Salad"
The Place Bar · Grill · Nightclub,1105 Parkside Ln,"Bars, American (Traditional)"
The Sports Grill,3999 Austell Rd,"American (Traditional), Sports Bars"
Tavern at Medlock,3230 Medlock Bridge Rd,"Pubs, American (New), Sports Bars"
BJ Roosters,2043 Cheshire Bridge Rd NE,Gay Bars
Pit Boss BBQ,800 Doug Davis Dr,"Barbeque, Chicken Wings"
Bulldog's,893 Peachtree St NE,Gay Bars
The Grove Restaurant & Tavern,2761 Lavista Rd,"American (Traditional), Southern, Soup"
Crab Pot Lounge,5495 Old National Hwy,Seafood
Highlands Grill,2615 George Busbee Pkwy NW,"American (Traditional), Beer Bar"
Brewsters,3595 Canton Rd,"Bars, American (Traditional)"
Mellow Mushroom Atlanta - Emory,1679 Lavista Rd NE,"Pizza, Sandwiches, Bars"
Churchill's British Pub,3223 Cains Hill Pl NW,Pubs
The Spot Sports Bar & Grill,4578 Britt Rd,"Sports Bars, Karaoke, Chicken Wings"
Three Dollar Cafe,8595 Roswell Rd,"American (Traditional), Sports Bars, Chicken Wings"
REEL STEEL SPORTS BAR & GRILL,2565B Wesley Chapel Rd,"Sports Bars, Venues & Event Spaces, American (Traditional)"
Happy Karaoke,5425 Buford Hwy NE,"Karaoke, Korean, Bars"
The Midway Pub,552 Flat Shoals Ave,Pubs
Just Around the Corner,76 Spring St NW,"Sandwiches, Burgers, American (Traditional)"
Vickery's Bar & Grill - Glenwood Park,933 Garrett St SE,"American (Traditional), Bars"
Hudson Grille,120 Marietta St,"American (Traditional), Sports Bars"
The Bird,4719 Ashford Dunwoody Rd NE,"Chicken Wings, Sports Bars, American (Traditional)"
Fox Bros. Bar-B-Q,1238 Dekalb Ave NE,"Barbeque, American (Traditional)"
Bucket Shop Cafe,3475 Lenox Rd NE,"Cafes, Burgers, Cocktail Bars"
Ralph's Tavern,4290 Bells Ferry Rd NW,"American (New), Sports Bars"
Farm Burger - Decatur,410B W Ponce De Leon Ave,"Burgers, American (Traditional), Salad"
Manny's Grant Park,580 Woodward Ave,"Pubs, Burgers, Hot Dogs"
Old Vinings Inn,3011 Paces Mill Rd SE,"Southern, American (New), Music Venues"
The Ivy,3717 Roswell Rd,"Bars, American (New)"
Tookes Country Bar-B-Que,6012 Hwy 42,Barbeque
Sprig Restaurant,2860 LaVista Rd,"Southern, Bars, American (Traditional)"
Taqueria Don Sige,1720 Vesta Ave,Mexican
Terminal West,887 W Marietta St NW,"Music Venues, Venues & Event Spaces"
Pepperoni’s Tavern,4190 Old Milton Pkwy,"Pizza, Italian, Sports Bars"
Demitris Restaurant,3771 Covington Hwy,"Breakfast & Brunch, Diners"
Lakeside Lounge at Dobbins ARB,1342 Dobbins Pl,"Sports Bars, Karaoke, Dive Bars"
Atlanta Fish House & Grill,1437 Campbellton Rd SW,"Seafood, Burgers, Chicken Wings"
Jim 'N Nick's Bar-B-Q,2275 Ga Highway 20,"Barbeque, Southern, Sandwiches"
Cook Out,1112 Northside Dr,"Fast Food, Burgers, Hot Dogs"
Nick's Food To Go,240 Martin Luther King Jr Dr SE,"Greek, Burgers, Mediterranean"
Melton's App & Tap,2500 N Decatur Rd,"Burgers, American (Traditional), Bars"
McDonald's,4075 Memorial Dr,"Fast Food, Burgers, Coffee & Tea"
Madhouse Sports Bar & Grill,5280 Old National Hwy,"Sports Bars, American (Traditional)"
Grub Burger Bar,1110 Hammond Dr,"Burgers, Bars, American (Traditional)"
Thank U Chicken,3473 Old Norcross Rd,"Korean, Chicken Wings, Sports Bars"
1911 Biscuits & Burgers,3120 S Cobb Dr,"Breakfast & Brunch, Burgers, Hot Dogs"
Tony's Sports Bar and Grill,8610 Roswell Rd,"Sports Bars, American (Traditional), Hookah Bars"
J. R. Crickets,4479 S Cobb Dr,"Chicken Wings, Sports Bars"
McDonald's,2636 Wesley Chapel Rd,"Fast Food, Burgers, Coffee & Tea"
El Taco Veloz,5084 Buford Hwy NE,Mexican
Wayback Burgers,1030 Old Peachtree Rd NW,"American (Traditional), Burgers, Salad"
Steak ’n Shake,2839 N Druid Hills Rd,"Fast Food, Burgers, American (Traditional)"
Plant Based Pizzeria,730 Barnett St NE,"Pizza, Burgers"
McDonald's,2350 Cheshire Bridge Rd NE,"Fast Food, Burgers, Coffee & Tea"
Grindhouse Killer Burgers,433 N McDonough St,Burgers
Lazy Dog Restaurant & Bar,5224 Peachtree Pkwy,"American (New), Comfort Food, Burgers"
Jim 'N Nick's Bar-B-Q,1103 Old Peachtree Rd NW,"Barbeque, Southern, Sandwiches"
Marlow's Tavern,2355 Cumberland Pkwy,"American (New), Burgers, Gastropubs"
Wendy's,1940 Piedmont Road,"Burgers, Fast Food"
Sonic Drive-In,1463 Moreland Ave SE,"Fast Food, Burgers, Ice Cream & Frozen Yogurt"
Champions,2020 Convention Ctr Concourse,"American (Traditional), Sports Bars, Breakfast & Brunch"
Cutting Edge Pizza and Wings,1955 Campbellton Rd,"Burgers, Pizza, Chicken Wings"
DQ Grill & Chill Restaurant,410 North Ave NE,"Ice Cream & Frozen Yogurt, Fast Food, Burgers"
Village Burger-Dunwoody,1426 Dunwoody Village Pkwy,"Burgers, Hot Dogs, Salad"
Cook Out,544 Ponce De Leon Ave NE,"Burgers, Hot Dogs, Fast Food"
Burger King,199 SW Northside Dr,"Fast Food, Burgers"
Dairy Queen Grill & Chill,2781 Chamblee Tucker,"Ice Cream & Frozen Yogurt, Fast Food, Burgers"
Dairy Queen Grill & Chill,245 E Trinity Pl,"Fast Food, Ice Cream & Frozen Yogurt, Burgers"
Krystal,3037 Piedmont Rd,"Burgers, Fast Food"
Semper Fi Bar And Grille,9770 Main St,"American (Traditional), Comfort Food, Burgers"
Sonic Drive-In,1425 Ellsworth Industrial BLVD NW,"Ice Cream & Frozen Yogurt, Fast Food, Burgers"
Hudson Grille,6317 Roswell Rd,"Sports Bars, American (Traditional)"
40/40 Club,6000 N Terminal Pkwy,Sports Bars
Harold's Chicken & Ice Bar,349 Edgewood Ave SE,"Chicken Wings, Sports Bars, Sandwiches"
Marlow's Tavern,745 Chastain Rd NW,"American (New), Burgers, Gastropubs"
Shake Shack Buckhead,3035 Peachtree Rd NE,"Burgers, Ice Cream & Frozen Yogurt, American (Traditional)"
McDonald's,2929 Peachtree Rd NE,"Burgers, Fast Food, Coffee & Tea"
Moxie Burger,255 Village Pkwy NE,"Burgers, American (New)"
McDonald's,2071 N Druid Hills Rd NE,"Fast Food, Burgers, Coffee & Tea"
Dugan's Restaurant & Bar,777 Ponce De Leon Ave NE,"American (Traditional), Sports Bars"
Wendy's,1795 Howell Mill Road,"Fast Food, Burgers"
McDonald's,1994 Howell Mill Rd,"Fast Food, Burgers, Coffee & Tea"
McDonald's,526 Ponce De Leon Blvd,"Fast Food, Burgers, Coffee & Tea"
Molly B's,1 Amb Dr NW,"Southern, American (New), Sports Bars"
Checkers,3393 Peachtree Rd NE,"Fast Food, Burgers"
Island Jerk Sports Bar,5038 Memorial Dr,"Seafood, Sports Bars, Caribbean"
Cook Out,4487 Hugh Howell Rd,"Barbeque, Burgers, Ice Cream & Frozen Yogurt"
The Mustard Seed,6000 Lynmark Way,"Southern, Sports Bars, Barbeque"
Marlow's Tavern,1950 Satellite Blvd,"Gastropubs, American (New), Burgers"
McDonald's,1105 Northside Dr,"Fast Food, Burgers, Coffee & Tea"
Krystal,626 14th St,"Fast Food, Burgers"
El Taco Veloz,5670 Roswell Rd NE,Mexican
Cook Out,403 Moreland Ave SE,"Hot Dogs, Burgers, Fast Food"
